Kurtosis,glrlm_LongRunHighGrayLevelEmphasis,gzlm_SizeZoneNonUniformityNormalized,MajorAxisLength,Imc2,TotalEnergy,gzlm_LargeAreaLowGrayLevelEmphasis,Idn,gzlm_SmallAreaLowGrayLevelEmphasis,gzlm_GrayLevelVariance,InverseVariance,Range,MaximumProbability,Maximum3DDiameter,Maximum2DDiameterColumn,Entropy,Maximum2DDiameterRow
3.2497311892432585,410.921996206516,0.1136,63.79088163718111,0.8276705311619313,28436903.0,15497.017222222225,0.9762552310198132,0.0444549049328203,0.8896,0.1177717442430348,83.0,0.6066502444094464,68.15423684555495,53.0,1.1535021458681365,66.0
8.089604477960162,1148.5379255435646,0.1481481481481481,61.12317405309953,0.8654366071006501,13953720.0,3813.224922839506,0.9820234351402732,0.0328608259788022,0.6944444444444444,0.0898828242986336,70.0,0.4840622702736616,92.35799911215054,42.0,1.1637999974522852,74.0
4.66729185004893,46.93504912270022,0.1409250090568772,188.06118549650125,0.8787399793611477,1944997.0,22.656440781440786,0.9834546226472624,0.0596931161428593,0.423861852433281,0.0827268867636882,83.0,0.6928168365635419,236.02754076590296,152.0,1.150447239618306,194.0
2.5633848692162906,552.4984762462044,0.1836734693877551,60.36234864601621,0.8726641917860993,11069884.0,57791.75,0.9859688595498138,0.1591403113943622,0.693877551020408,0.0561245618007446,52.0,0.7065947752925278,63.38769596696192,48.0,1.0484710133692956,63.0
3.330758872475668,1007.4879788271136,0.087890625,68.27693856764937,0.8631607584217887,86399118.0,17778.258506944443,0.980595840834514,0.0400237717815265,1.171875,0.1154097853187744,95.0,0.6248470653204247,76.94153624668537,72.0,1.2824670918655336,64.0
6.672844136869363,2403.1535155660413,0.1213017751479289,45.20455593672337,0.8756957779963621,11766693.0,1103.3547008547007,0.9811174961828788,0.1193058329021667,2.301775147928994,0.106916792802311,130.0,0.7610638532362215,60.40695324215582,39.0,1.3000847613165665,60.0
1.8464571104767256,181.26584113387247,0.1260413867239989,330.5118824692801,0.946732354820314,3354094.0,1839.1175,0.9899943855799191,0.1369793451050594,3.496909432948132,0.0700393009405653,140.0,0.6510955589203852,311.24267059643347,232.0,1.413618582397156,218.0
3.146987191305969,720.6657922572413,0.1141345427059712,86.05170291611533,0.8468797019153675,103033322.0,5918.67311287478,0.9676366504266584,0.0344668807251157,1.072310405643739,0.193561826839726,108.0,0.4534808196007687,92.44457799135652,63.0,1.463622747305744,82.0
6.598758528320028,93.7266912588458,0.1022709952751105,385.8513819445845,0.8778454736220713,4003500.0,6091.730187424764,0.9932873878865364,0.0656116742120602,3.722908093278464,0.0499700495340395,160.0,0.8557441198499768,329.5147948120084,254.0,0.9560869869577956,227.0
4.642829680490005,505.521483412226,0.136094674556213,60.05237804941218,0.4840305018977128,7941054.0,12410.927350427351,0.986113388199013,0.0324963374278495,0.3905325443786982,0.055546447203948,34.0,0.9004950345037226,127.88275880665071,112.0,0.4129314356281307,46.0
